flag_SF,target,src_bytes,dst_host_diff_srv_rate,dst_host_same_srv_rate,dst_host_same_src_port_rate,dst_bytes,service_private,service_domain_u,dst_host_serror_rate,srv_serror_rate,srv_diff_host_rate,srv_count,dst_host_count,dst_host_srv_count,dst_host_srv_serror_rate,logged_in,diff_srv_rate,count,service_http,level,serror_rate,dst_host_srv_diff_host_rate,flag_S0,same_srv_rate,dst_host_srv_rerror_rate
True,0,145258,0.03,0.71,0.35,7532,False,False,0.01,0.0,0.0,7,148,170,0.0,1,0.0,2,False,18,0.0,0.02,False,1.0,0.0
True,0,1013,0.0,1.0,0.0,1820,False,False,0.0,0.0,0.0,2,255,255,0.0,1,0.0,3,True,21,0.0,0.17,False,1.0,0.0
True,0,363,0.0,1.0,0.01,1118,False,False,0.0,0.0,0.0,2,255,255,0.0,1,0.0,3,True,21,0.0,0.0,False,1.0,0.0
False,1,0,0.96,0.02,0.0,0,True,False,1.0,1.0,0.0,11,255,6,1.0,0,0.07,215,False,18,1.0,0.0,True,0.04,0.0
False,1,0,0.05,0.09,0.0,0,False,False,0.95,0.0,0.0,11,255,22,0.0,0,0.05,254,False,15,0.03,0.0,False,0.1,1.0
True,0,399,0.06,0.29,0.0,0,False,False,0.0,0.0,0.0,28,255,57,0.01,1,0.0,2,False,21,0.0,0.01,False,1.0,0.0
False,1,0,0.06,0.0,0.0,0,True,False,0.1,0.0,0.0,1,255,1,0.0,0,0.08,133,False,20,0.0,0.0,False,0.04,0.03
True,0,305,0.0,1.0,0.0,0,False,False,0.0,0.0,0.25,7,255,255,0.0,1,0.0,3,True,21,0.0,0.08,False,1.0,0.0
False,1,0,0.06,0.05,0.0,0,True,False,1.0,1.0,0.0,11,255,13,1.0,0,0.06,211,False,19,1.0,0.0,True,0.06,0.0
True,0,45,0.03,0.76,0.4,0,False,True,0.0,0.0,0.1,116,55,109,0.0,0,0.0,1,False,21,0.0,0.0,False,1.0,0.0
False,1,0,0.05,0.09,0.0,0,False,False,1.0,1.0,0.0,8,255,22,1.0,0,0.05,128,False,20,1.0,0.0,True,0.11,0.0
True,0,1032,0.01,0.48,0.0,1108,False,False,0.0,0.0,0.0,3,6,11,0.0,1,0.0,24,True,21,0.0,0.08,False,1.0,0.0
False,0,0,0.0,1.0,0.25,0,False,False,0.68,0.0,0.0,2,80,255,0.01,0,0.0,1,True,21,0.0,0.04,False,1.0,0.99
True,0,105,0.02,0.32,0.01,105,False,False,0.03,0.0,0.0,2,191,50,0.0,0,0.0,297,False,18,0.0,0.0,False,1.0,0.0
True,0,44,0.11,0.81,0.01,0,False,True,0.0,0.0,0.19,198,1,207,0.0,0,0.0,1,False,21,0.0,0.0,False,1.0,0.0
False,1,0,0.0,0.01,0.0,0,False,False,1.0,1.0,0.0,11,255,255,1.0,0,0.06,14,True,18,1.0,0.0,True,0.26,0.01
True,0,282,0.0,1.0,0.02,329,False,False,0.0,0.0,0.0,3,61,126,0.0,1,0.0,3,False,21,0.0,0.0,False,1.0,0.0
False,1,0,0.07,0.03,0.99,0,False,False,0.0,0.0,0.0,17,255,7,0.0,0,0.0,5,False,20,0.0,0.0,False,1.0,1.0
True,0,227,0.01,0.7,0.02,8195,False,False,0.0,0.0,0.0,2,255,205,0.0,1,0.0,1,False,21,0.0,0.01,False,1.0,0.0
False,1,0,0.02,0.25,0.0,0,False,False,1.0,1.0,0.0,8,255,52,1.0,0,0.07,284,False,20,1.0,0.0,True,0.19,0.0
False,1,0,0.02,0.24,0.0,0,False,False,1.0,1.0,0.0,1,255,47,1.0,0,0.06,132,False,20,1.0,0.0,True,0.19,0.0
True,0,1557,0.0,0.01,0.04,580,False,False,0.0,0.0,0.12,24,31,255,0.0,1,0.0,15,True,21,0.0,0.02,False,1.0,0.49
True,0,45,0.0,1.0,0.01,0,False,True,0.0,0.0,0.01,176,182,255,0.0,0,0.0,80,False,21,0.0,0.0,False,1.0,0.0
False,1,0,0.07,0.14,0.0,0,True,False,1.0,1.0,0.0,27,255,17,1.0,0,0.06,1,False,20,1.0,0.0,True,0.09,0.0
False,1,0,0.06,0.03,0.0,134,True,False,1.0,1.0,0.0,1,255,7,1.0,0,0.06,224,False,21,1.0,0.0,True,0.1,0.0
True,0,302,0.0,1.0,0.02,0,False,False,0.0,0.0,0.25,21,115,255,0.0,1,0.0,39,True,21,0.0,0.0,False,1.0,0.0
True,0,1032,0.0,1.0,0.06,480,False,False,0.0,0.0,0.0,3,91,255,0.01,1,0.0,31,True,21,0.0,0.0,False,1.0,0.0
True,0,41,0.04,0.96,0.22,1694,False,True,0.0,0.0,0.16,137,1,244,0.0,1,0.0,1,False,21,0.0,0.01,False,1.0,0.0
True,0,12,0.01,1.0,0.01,430260,False,False,0.0,0.0,0.0,2,89,255,0.0,1,0.0,1,True,21,0.5,0.02,False,1.0,0.0
True,0,342,0.0,1.0,0.5,2698,False,False,0.0,0.0,0.42,1,21,255,0.0,1,0.0,3,True,21,0.0,0.11,False,1.0,0.01
True,0,288,0.0,1.0,0.01,1381,False,False,0.0,0.0,0.22,24,30,255,0.0,1,0.0,18,True,21,0.0,0.04,False,1.0,0.01
False,1,0,0.09,0.06,0.0,0,True,False,0.0,0.0,0.0,1,255,15,0.0,0,0.07,474,False,16,0.0,0.0,False,0.02,1.0
True,0,18,0.04,0.69,0.02,0,False,False,0.0,0.0,0.0,9,255,111,0.01,0,0.0,511,False,19,0.0,0.0,False,1.0,0.0
True,0,311,0.0,1.0,0.01,1072,False,False,0.0,0.0,0.0,4,255,254,0.0,1,0.0,15,True,21,0.0,0.02,False,1.0,0.0
True,0,296,0.0,1.0,0.04,0,False,False,0.0,0.0,0.0,18,113,255,0.0,1,0.0,12,True,21,0.0,0.0,False,1.0,0.0
False,1,0,0.07,0.04,0.84,0,False,False,0.0,0.0,0.0,18,255,59,0.0,0,0.08,2,False,19,0.06,0.0,False,0.03,1.0
False,1,0,0.06,0.05,0.0,0,True,False,1.0,1.0,0.0,19,255,12,1.0,0,0.33,13,True,17,1.0,0.0,True,0.11,0.0
False,1,0,0.05,0.07,0.0,0,False,False,1.0,1.0,0.0,1,255,19,1.0,0,0.07,19,False,20,1.0,0.0,True,0.08,0.0
False,0,415,0.04,0.93,0.01,0,False,False,0.01,1.0,1.0,25,6,237,0.01,1,0.0,52,True,8,0.5,0.02,True,1.0,0.0
True,0,1032,0.0,1.0,0.01,328,False,False,0.0,0.0,1.0,6,255,31,0.0,1,0.0,2,False,21,0.0,0.0,False,1.0,0.0
True,0,256,0.1,0.4,0.05,5589,False,False,0.0,0.0,1.0,2,77,149,0.0,1,0.0,1,False,19,0.0,0.01,False,1.0,0.0
False,1,0,0.06,0.05,0.0,0,False,False,1.0,1.0,0.0,2,255,12,0.75,0,0.07,103,False,20,1.0,0.0,True,0.07,0.0
True,0,224,0.12,0.88,0.0,282,False,False,0.0,0.0,0.0,42,167,225,0.0,1,0.0,1,True,21,0.0,0.08,False,1.0,0.0
True,0,889,0.51,0.17,0.22,0,False,False,0.0,0.0,0.0,1,55,20,0.0,1,0.0,2,False,21,0.0,0.05,False,1.0,0.0
False,1,0,0.05,0.02,0.0,76,True,False,0.0,0.0,0.0,20,255,2,0.0,0,0.0,20,False,18,0.0,0.0,False,0.01,1.0
False,1,0,0.58,0.0,0.0,0,True,False,1.0,1.0,0.0,84,73,1,0.94,0,0.06,131,False,21,1.0,0.0,True,0.07,0.0
False,1,0,0.55,0.13,0.0,0,True,False,0.0,0.0,0.0,2,255,33,0.0,0,0.0,331,False,21,0.0,0.0,False,1.0,1.0
False,0,0,0.01,1.0,0.03,0,False,False,0.0,0.0,0.29,21,64,255,0.0,0,0.0,1,True,21,1.0,0.11,False,1.0,0.55
True,0,209,0.06,0.07,0.29,2637,False,False,0.0,0.0,0.0,1,255,19,0.0,1,0.0,1,False,21,0.0,0.0,False,1.0,0.0
False,1,0,0.06,0.06,0.0,0,True,False,1.0,1.0,0.0,1,255,16,1.0,0,0.07,218,False,21,1.0,0.0,True,0.19,0.0
False,1,0,0.07,0.02,0.03,0,False,False,1.0,1.0,0.0,11,255,4,1.0,0,0.06,148,False,20,1.0,0.0,True,0.03,0.0
False,1,0,0.0,0.01,0.0,0,False,False,1.0,1.0,1.0,13,255,255,1.0,0,0.05,2,True,20,1.0,0.0,True,0.06,0.0
False,1,0,0.07,0.07,0.0,0,True,False,1.0,1.0,0.0,1,255,17,1.0,0,0.06,294,False,21,1.0,0.0,True,0.06,0.0
True,0,200,0.0,1.0,0.01,3985,False,False,0.0,0.0,0.0,8,128,255,0.01,1,0.0,15,True,21,0.0,0.0,False,1.0,0.05
False,1,0,0.08,0.03,0.0,0,False,False,1.0,1.0,0.0,4,255,7,1.0,0,0.06,185,False,19,1.0,0.0,True,0.11,0.0
False,1,0,0.06,0.06,0.0,0,True,False,0.0,0.0,0.0,1,255,15,0.0,0,0.0,1,False,20,0.08,1.0,False,0.01,1.0
True,0,1416,0.08,0.4,0.01,0,False,False,0.0,0.0,0.0,8,27,8,0.0,1,0.0,1,False,21,0.0,0.0,False,1.0,0.0
True,0,1259,0.07,0.0,0.01,1999,False,False,0.0,0.0,0.0,11,253,1,0.0,1,0.0,1,True,21,0.0,0.03,False,1.0,0.0
True,0,8,0.08,0.02,0.0,0,False,False,0.0,0.0,0.6,2,255,6,0.0,0,0.0,269,False,18,0.0,0.0,False,1.0,0.01
False,1,0,0.28,0.25,0.0,0,False,False,0.07,0.0,0.0,17,255,3,0.0,0,0.0,138,False,19,0.0,0.0,False,1.0,1.0
False,1,0,0.07,0.02,0.0,0,False,False,1.0,1.0,0.0,1,255,5,1.0,0,0.05,293,False,19,1.0,0.0,True,0.07,0.0
False,1,0,0.08,0.07,0.0,0,True,False,1.0,1.0,0.0,9,255,19,1.0,0,0.06,247,False,21,1.0,0.0,True,0.03,0.0
True,0,201,0.0,1.0,0.0,821,False,False,0.0,0.0,0.0,2,255,6,0.0,1,0.0,1,False,21,0.0,0.0,False,1.0,0.0
True,0,1256,0.03,0.67,0.49,5190,False,False,0.0,0.0,0.0,6,38,92,0.0,1,0.0,1,False,21,0.0,0.01,False,1.0,0.0
False,1,0,0.07,0.02,0.0,0,False,False,1.0,1.0,0.0,37,255,5,1.0,0,0.09,215,False,18,1.0,0.0,True,0.36,0.0
True,0,181,0.0,1.0,0.33,263,False,False,0.0,0.0,0.25,14,6,254,0.0,1,0.06,3,True,21,0.0,0.02,False,0.07,0.0
True,0,225,0.0,1.0,0.33,11524,False,False,0.0,0.05,0.11,1,168,254,0.0,1,0.0,5,True,21,0.0,0.0,False,1.0,0.0
True,0,272,0.0,1.0,0.11,2835,False,False,0.0,0.0,0.0,33,255,255,0.0,1,0.0,12,True,21,0.0,0.0,False,1.0,0.0
True,0,2265,0.01,0.97,0.01,1232,False,False,0.0,0.0,0.0,4,251,247,0.0,1,0.01,1,False,21,0.25,0.0,False,1.0,0.0
False,1,0,0.62,0.0,0.0,0,True,False,1.0,1.0,0.0,3,255,1,1.0,0,0.0,204,False,21,1.0,0.0,True,0.01,0.0
False,1,0,0.08,0.05,0.0,0,False,False,1.0,1.0,0.0,8,255,12,1.0,0,0.09,124,False,19,1.0,0.0,True,0.31,0.0
True,0,319,0.0,1.0,0.0,268,False,False,0.0,0.0,0.0,2,184,211,0.0,1,0.0,1,True,20,0.0,0.01,False,1.0,0.34
True,0,307,0.0,1.0,0.0,2507,False,False,0.0,0.0,0.04,51,255,255,0.0,1,0.0,5,True,21,0.0,0.0,False,1.0,0.0
True,0,309,0.0,1.0,0.04,691,False,False,0.0,0.0,0.67,7,38,255,0.0,1,0.0,9,True,21,0.0,0.05,False,1.0,0.0
False,1,0,1.0,0.02,0.02,0,True,False,1.0,1.0,0.0,4,255,4,1.0,0,0.05,15,False,20,1.0,0.0,True,0.13,0.0
False,0,0,0.0,1.0,1.0,146,False,False,0.0,0.0,0.0,1,1,255,0.76,0,0.0,1,True,20,0.0,0.33,False,1.0,0.0
True,0,2374,0.0,1.0,0.0,2507,False,False,0.0,0.0,0.12,20,116,255,0.0,1,0.0,1,True,21,0.0,0.0,False,1.0,0.01
True,0,17,0.0,1.0,0.0,373,False,True,0.0,0.0,0.31,162,255,255,0.0,1,0.0,5,True,21,0.0,0.03,False,1.0,0.0
True,0,327,0.0,1.0,0.01,0,False,False,0.0,0.0,0.0,28,255,254,0.0,1,0.0,5,True,21,0.0,0.0,False,1.0,0.01
True,0,299,0.04,0.61,0.45,4255,False,False,0.0,0.0,0.0,1,217,136,0.0,1,0.0,2,False,21,0.0,0.09,False,1.0,0.0
False,1,0,0.07,0.05,0.0,0,True,False,1.0,1.0,0.0,18,255,14,1.0,0,0.21,510,False,21,1.0,0.0,True,0.11,0.0
False,0,28,0.0,1.0,0.0,285,False,False,0.0,0.0,0.0,2,7,160,0.0,1,0.0,1,False,19,0.0,0.0,False,1.0,1.0
True,0,223,0.0,1.0,0.04,4336,False,False,0.0,0.0,0.0,1,120,255,0.0,1,0.0,1,True,21,0.0,0.0,False,1.0,0.0
True,0,8,0.05,0.67,0.0,8116,False,False,0.0,0.0,0.0,7,27,122,0.0,1,0.0,1,False,21,0.0,0.0,False,1.0,0.0
True,0,307,0.0,1.0,0.0,334,False,False,0.0,0.0,0.67,14,255,255,0.0,1,0.0,4,True,21,0.0,0.03,False,1.0,0.0
True,0,46,0.02,0.26,0.0,46,False,True,0.0,0.0,0.01,1,88,14,0.0,0,0.0,2,False,21,0.0,0.03,False,1.0,0.0
False,1,0,0.0,0.01,0.0,0,False,False,0.17,1.0,0.4,11,255,254,1.0,0,0.04,2,True,18,1.0,0.0,True,0.11,0.01
True,0,146,0.0,1.0,0.03,0,False,False,0.0,0.0,0.19,23,255,255,0.0,1,0.0,6,True,20,0.0,0.13,False,1.0,0.0
True,0,335,0.0,1.0,0.17,2999,False,False,0.0,0.0,0.0,2,255,255,0.0,1,0.0,2,True,21,0.0,0.02,False,1.0,0.0
False,1,0,0.01,0.06,0.0,0,False,False,1.0,1.0,0.0,5,255,15,1.0,0,0.07,226,False,20,1.0,0.0,True,0.02,0.0
True,0,227,0.01,1.0,0.0,339,False,False,0.0,0.0,0.29,7,255,255,0.0,1,0.0,5,True,21,0.0,0.0,False,1.0,0.0
False,1,0,0.08,0.0,0.0,0,True,False,1.0,1.0,0.0,22,255,1,1.0,0,0.0,297,False,21,1.0,0.0,True,0.01,0.0
True,0,310,0.0,1.0,0.0,45123,False,False,0.0,0.0,0.08,19,11,129,0.0,1,0.0,7,True,21,0.0,0.0,False,1.0,0.0
True,0,293,0.0,1.0,0.0,3445,False,False,0.0,0.0,0.67,18,141,255,0.0,1,0.0,15,True,21,0.0,0.03,False,1.0,0.0
True,0,292,0.06,0.72,0.04,10063,False,False,0.69,0.0,1.0,14,255,94,0.0,1,0.06,1,False,21,0.0,0.02,False,0.06,0.0
True,0,288,0.0,1.0,0.0,335,False,False,0.0,0.0,0.06,12,83,255,0.01,1,0.0,17,True,21,0.0,0.02,False,1.0,0.0
True,0,1376,0.0,1.0,0.17,2655,False,False,0.0,0.0,0.0,8,255,255,0.0,1,0.0,6,True,21,0.0,0.03,False,1.0,0.0
True,0,1245,0.0,1.0,0.0,5957,False,False,0.0,0.0,0.0,4,224,255,0.0,1,0.0,1,True,21,0.0,0.02,False,1.0,0.0
True,0,217,0.0,1.0,0.01,1075,False,False,0.26,0.0,0.13,8,255,254,0.0,1,0.0,7,True,21,0.0,0.0,False,1.0,0.0
True,0,316,0.04,0.59,1.0,1384,False,False,0.01,0.0,1.0,25,65,143,0.0,1,0.0,1,False,20,0.0,0.01,False,1.0,0.0
True,0,291,0.0,1.0,0.01,27280,False,False,0.0,0.0,0.0,10,255,254,0.0,1,0.0,4,True,21,0.0,0.0,False,1.0,0.0
True,0,1229,0.21,0.59,0.0,331,False,False,0.0,0.0,0.0,366,255,45,0.0,1,0.0,1,False,21,0.0,0.01,False,1.0,0.0
True,0,967,0.0,1.0,0.01,3139,False,False,0.0,0.0,0.0,1,41,122,0.0,1,0.0,1,True,21,0.0,0.0,False,1.0,0.0
False,0,0,0.0,1.0,0.0,72,False,False,0.0,0.0,0.0,6,2,254,0.0,0,1.0,1,True,21,0.0,0.33,False,0.5,0.01
True,0,1585,0.0,1.0,0.01,2739,False,False,0.0,0.0,0.0,1,78,254,0.0,1,0.0,12,True,21,0.0,0.02,False,1.0,0.0
False,0,0,0.0,1.0,0.01,0,False,False,0.0,0.0,0.0,4,20,255,0.0,0,0.0,1,True,21,0.0,0.06,False,1.0,0.81
False,1,0,0.04,0.24,0.62,0,False,False,0.22,0.0,0.0,19,35,60,0.0,0,0.06,259,True,18,0.0,0.0,False,0.06,0.98
True,0,1156,0.0,1.0,0.0,0,False,False,0.0,0.0,0.1,21,255,255,0.01,1,0.0,2,True,21,0.0,0.0,False,1.0,0.0
True,0,1339,0.01,1.0,0.02,329,False,False,0.0,0.0,0.0,1,255,255,0.0,1,0.0,4,True,21,0.0,0.18,False,1.0,0.04
True,0,45,0.02,0.95,0.0,32,False,True,0.0,0.0,0.0,164,194,243,0.0,0,0.0,249,False,18,0.0,0.0,False,1.0,0.0
True,0,145,0.0,1.0,0.0,1483,False,False,0.01,0.0,0.29,28,255,255,0.0,1,0.0,14,True,21,0.0,0.02,False,1.0,0.0
True,0,177,0.0,1.0,0.0,234,False,False,0.0,0.0,0.0,43,255,255,0.0,1,0.0,7,True,21,0.0,0.0,False,1.0,0.0
False,1,0,0.07,0.05,0.0,0,False,False,0.09,0.0,0.0,4,63,14,0.0,0,0.07,135,False,20,0.0,0.0,False,0.03,1.0
False,0,0,0.0,1.0,0.12,105,False,False,0.08,0.0,0.0,7,86,255,0.0,0,0.0,19,True,21,0.0,0.02,False,1.0,1.0
True,0,316,0.0,1.0,0.03,3909,False,False,0.0,0.0,0.0,1,132,255,0.0,1,0.0,11,True,21,0.0,0.0,False,1.0,0.0
False,0,0,0.0,1.0,0.07,107,False,False,0.0,0.95,1.0,4,10,255,0.0,0,0.06,1,True,21,0.07,0.14,False,0.25,1.0
True,0,316,0.04,0.65,0.13,3467,False,False,0.0,0.0,0.0,1,3,13,0.01,1,0.0,1,False,20,0.0,0.01,False,1.0,0.0
True,0,1082,0.0,1.0,0.12,23681,False,False,0.0,0.0,0.0,26,130,255,0.0,1,0.0,3,True,21,0.0,0.0,False,1.0,0.0
False,1,0,0.04,0.07,0.0,0,False,False,1.0,1.0,0.0,10,255,17,1.0,0,0.06,234,False,20,1.0,0.0,True,0.15,0.0
True,0,1032,0.0,1.0,0.45,415,False,False,0.0,0.0,0.0,1,255,56,0.94,1,0.0,5,False,20,0.0,0.01,False,1.0,0.0
False,1,0,0.09,0.05,0.02,0,True,False,1.0,1.0,0.0,31,155,13,1.0,0,0.06,144,False,21,1.0,0.0,True,0.08,0.0
False,1,0,0.07,0.02,0.0,0,False,False,1.0,1.0,0.0,1,255,2,1.0,0,0.07,132,False,20,1.0,0.0,True,0.04,0.0
True,0,42,0.01,1.0,0.0,0,True,True,0.0,0.0,0.01,104,255,255,0.0,0,0.0,1,False,18,0.0,0.42,False,1.0,0.0
True,0,11,0.03,0.54,0.04,328,False,False,0.0,0.0,0.0,1,10,137,0.0,1,0.0,1,False,14,0.0,0.01,False,1.0,0.0
True,0,215,0.0,1.0,0.0,0,False,False,0.0,0.0,0.03,16,90,255,0.0,1,0.07,14,True,21,0.0,0.0,False,0.17,0.0
False,1,0,0.06,0.07,0.0,0,False,False,1.0,1.0,0.0,13,255,18,1.0,0,0.07,124,False,18,1.0,0.0,True,0.25,0.0
False,1,0,0.18,0.0,0.0,0,False,False,0.0,0.0,0.0,19,57,1,0.0,0,1.0,46,False,20,0.0,0.0,False,0.0,1.0
False,1,0,0.07,0.0,0.0,105,True,False,1.0,1.0,0.0,10,255,1,1.0,0,0.07,251,False,21,1.0,0.0,True,0.09,0.0
False,1,0,0.22,0.0,0.0,0,False,False,1.0,1.0,0.0,3,255,1,1.0,0,0.07,164,False,20,1.0,0.0,True,0.1,0.0
True,0,244,0.0,1.0,0.03,331,False,False,0.0,0.0,0.0,2,1,254,0.0,1,0.0,30,True,18,0.0,0.02,False,1.0,0.2
True,0,40,0.02,0.84,0.06,0,False,True,0.0,0.0,0.02,152,90,99,0.0,0,0.0,6,False,18,0.0,0.0,False,1.0,0.0
True,0,215,0.01,1.0,0.04,2117,False,False,0.0,0.0,0.04,6,255,255,0.0,1,0.0,1,True,21,0.0,0.02,False,1.0,0.0
True,0,8,0.04,0.12,0.0,0,False,False,0.0,0.0,0.0,23,10,31,0.0,0,0.0,1,False,18,0.0,0.0,False,1.0,0.0
False,1,0,0.0,1.0,0.0,0,False,False,1.0,1.0,0.0,16,255,255,1.0,0,0.16,270,True,18,1.0,0.0,True,0.16,0.0
True,0,215,0.05,0.55,0.42,2943,False,False,0.0,0.0,0.0,13,113,141,0.0,1,0.0,1,False,18,0.0,0.0,False,1.0,0.0
True,0,45,0.0,1.0,0.0,105,False,True,0.0,0.0,0.67,229,43,255,0.0,0,0.0,136,False,21,0.0,0.0,False,1.0,0.0
False,1,0,0.05,0.09,0.0,0,False,False,1.0,1.0,0.0,10,255,23,1.0,0,0.06,90,False,20,1.0,0.0,True,0.02,0.0
False,1,0,0.07,0.0,0.0,0,True,False,1.0,1.0,0.0,17,255,1,1.0,0,0.07,287,False,21,1.0,0.0,True,0.03,0.0
True,0,199,0.04,0.79,0.01,336,False,False,0.0,0.0,0.0,24,188,22,0.0,1,0.0,2,False,21,0.0,0.03,False,1.0,0.0
True,0,288,0.0,1.0,0.0,392,False,False,0.0,0.0,0.38,1,255,255,0.0,1,0.0,7,True,21,0.0,0.0,False,1.0,0.0
False,1,0,0.82,0.0,0.0,0,True,False,1.0,1.0,0.0,511,255,1,1.0,0,0.0,142,False,21,1.0,0.0,True,0.01,0.0
False,1,0,0.06,0.04,0.0,0,False,False,1.0,1.0,0.0,2,255,10,1.0,0,0.07,261,False,19,1.0,0.0,True,0.06,0.0
True,0,314,0.0,1.0,0.01,315,False,False,0.0,0.0,0.0,16,255,2,0.0,1,0.0,1,False,21,0.0,0.01,False,1.0,0.0
True,0,44,0.0,1.0,0.01,0,False,True,0.0,0.0,0.0,165,235,255,0.0,0,0.0,32,False,18,0.0,0.0,False,1.0,0.0
False,1,0,0.07,0.05,0.0,0,False,False,0.0,0.0,0.0,18,255,12,0.0,0,0.06,132,False,20,0.0,0.0,False,0.05,1.0
True,0,18,0.0,1.0,0.03,637,False,False,0.0,0.0,0.0,2,255,255,0.0,1,0.0,3,True,21,0.0,0.0,False,1.0,0.0
True,0,3480,0.0,1.0,0.03,2411,False,False,0.0,0.0,0.0,4,255,255,0.0,1,0.01,30,True,21,0.0,0.02,False,0.99,0.0
True,0,9,0.03,0.99,0.0,0,False,False,0.0,0.0,0.0,5,250,70,0.0,0,0.0,510,False,18,0.0,0.03,False,1.0,0.0
True,1,1,0.09,0.17,1.0,0,False,False,0.0,0.0,1.0,11,212,49,0.0,0,0.0,12,False,18,0.0,0.26,False,1.0,0.0
False,1,0,0.03,0.02,0.49,0,False,False,0.0,0.0,0.0,11,255,5,1.0,0,0.06,1,False,16,0.0,0.0,False,0.05,1.0
True,0,1525,0.0,1.0,0.0,11113,False,False,0.0,0.0,0.0,19,6,19,0.0,1,0.0,1,False,21,0.0,0.0,False,1.0,0.0
False,0,0,0.02,0.37,0.25,99,False,False,0.0,0.0,0.0,25,92,11,0.0,0,0.0,510,False,10,0.0,0.0,False,1.0,1.0
False,1,0,0.02,0.57,1.0,0,False,False,0.0,0.0,0.67,1,255,167,0.01,0,0.0,1,True,20,0.0,0.0,False,1.0,1.0
True,0,151,0.01,0.96,0.0,2143,False,False,0.0,0.0,0.0,2,152,246,0.0,1,0.0,4,True,21,0.0,0.04,False,1.0,0.0
False,1,0,0.05,0.04,0.08,0,False,False,0.0,0.0,0.0,3,255,11,0.0,0,0.07,474,False,18,0.0,0.0,False,0.0,1.0
False,1,0,0.08,0.06,0.0,0,False,False,0.0,0.0,0.0,1,255,15,0.0,0,0.0,243,False,20,0.0,0.0,False,0.01,1.0
False,1,0,0.07,0.03,0.0,0,False,False,1.0,1.0,0.0,5,255,7,1.0,0,0.06,242,True,18,1.0,0.0,True,0.07,0.0
True,0,1604,0.02,0.26,0.0,0,False,False,0.01,0.0,0.0,4,14,67,0.0,1,0.0,1,False,21,0.0,0.0,False,1.0,0.0
True,1,8,0.02,0.34,0.64,0,False,False,0.0,0.0,0.0,8,255,39,0.0,0,0.0,253,False,18,0.0,0.0,False,1.0,0.0
False,1,0,0.06,0.07,0.02,0,True,False,1.0,1.0,0.0,1,255,19,1.0,0,0.2,146,False,21,1.0,0.0,True,0.4,0.0
True,0,567,1.0,0.5,0.0,6877,False,False,0.0,0.0,0.0,5,255,124,0.0,1,0.0,1,False,20,0.0,0.0,False,1.0,0.0
False,1,0,0.07,0.08,0.0,0,False,False,1.0,1.0,0.0,11,255,20,1.0,0,0.05,196,False,20,1.0,0.0,True,0.08,0.0
True,0,147,0.02,0.22,0.08,502,False,False,0.0,0.0,0.0,20,3,2,0.0,1,0.0,12,False,21,0.0,0.0,False,1.0,0.0
False,1,0,0.0,0.01,0.0,0,False,False,0.0,0.0,0.0,18,210,129,0.0,0,0.05,19,False,20,0.0,0.0,False,0.05,1.0
True,0,267,0.01,0.94,0.01,8076,False,False,0.0,0.0,0.5,5,255,239,0.0,1,0.0,12,True,21,0.0,0.02,False,1.0,0.0
True,0,43,0.01,0.98,0.13,0,False,True,0.0,0.0,0.01,4,255,251,0.0,0,0.0,71,False,21,0.0,0.0,False,1.0,0.0
True,0,325,0.0,1.0,0.02,42438,False,False,0.0,0.0,0.67,1,255,254,0.0,1,0.0,14,True,21,0.0,0.01,False,1.0,0.0
True,0,35,0.0,1.0,0.0,0,False,False,0.0,0.0,0.0,1,48,44,0.0,0,0.0,1,False,18,0.0,0.0,False,1.0,0.03
False,1,0,0.07,0.0,0.0,32,False,False,1.0,1.0,0.0,29,255,1,1.0,0,0.09,266,False,20,1.0,0.0,True,0.32,0.0
False,1,0,0.06,0.04,0.0,46,False,False,1.0,1.0,0.0,20,255,9,1.0,0,0.06,295,False,20,1.0,0.0,True,0.03,0.0
False,1,0,0.08,0.05,0.0,0,True,False,1.0,1.0,0.0,1,255,13,1.0,0,0.06,218,False,21,1.0,0.0,True,0.19,0.0
False,1,0,0.0,0.01,0.0,0,False,False,1.0,1.0,0.0,32,255,255,1.0,0,0.0,67,True,20,1.0,0.0,True,0.01,0.0
False,0,0,0.0,1.0,0.33,0,False,False,0.0,0.0,0.0,12,23,255,0.0,0,0.0,1,True,21,0.0,0.02,False,1.0,0.24
True,0,269,0.04,0.13,0.66,313,False,False,0.0,0.0,0.0,20,177,34,0.0,1,0.0,1,False,21,0.0,0.0,False,1.0,0.0
True,0,348,0.0,1.0,0.0,0,False,False,0.0,0.0,0.0,8,255,255,0.0,1,0.0,4,True,21,0.0,0.0,False,1.0,0.0
False,1,0,0.08,0.07,0.01,0,True,False,0.0,0.0,0.0,1,255,18,0.07,0,0.0,257,False,21,0.0,0.0,False,1.0,1.0
True,0,146,0.0,1.0,0.02,364,False,False,0.0,0.0,0.04,4,255,255,0.01,1,0.0,19,True,21,0.0,0.0,False,1.0,0.0
False,0,0,0.08,0.05,0.05,105,False,False,0.0,0.0,0.0,6,164,14,0.0,0,0.0,230,False,14,0.1,0.2,False,1.0,1.0
True,0,861,0.0,1.0,0.0,1233,False,False,0.0,0.0,0.25,18,255,254,0.0,1,0.0,9,True,21,0.0,0.04,False,1.0,0.0
False,1,0,0.06,0.08,0.07,0,True,False,1.0,1.0,0.0,20,255,20,1.0,0,0.06,283,False,21,1.0,0.0,True,0.05,0.0
